,nofinesset,rs,coordx,coordy
87937,970407896,L.B.M. LES MANGUIERS,"325,809.4","7,682,149.4"
87938,970407094,PHARMACIE FLEUR DE CANNE,"360,284.6","7,681,553.7"
87939,970407359,RÉUNION IMMUNO DEPRIMES VIVRE ET ECOUT,"338,696.4","7,691,029.4"
87940,970407391,MISSION LOCALE EST,"367,008","7,673,155.5"
87941,970400065,CH GABRIEL MARTIN,"320,227.7","7,675,500.1"
87942,970404315,EURL L.S.M,"357,910.4","7,639,673"
87943,970402657,EFS LA REUNION-OI (ST PIERRE),"341,590.2","7,639,660.2"
87944,970404125,PHARMACIE PHILIPPE,"350,088.8","7,688,359.9"
87945,970403812,G.I.E. SCANEST,"366,390.8","7,673,445.7"
87946,970403622,E.H.P.A.D.  LES LATANIERS (POSSESSION),"327,844","7,685,472.2"
87947,970403994,PHARMACIE DE L'ESPOIR,"362,989.8","7,683,404.7"
87948,970405395,ARAR HAD SUD,"333,981","7,644,934"
87949,970404091,PHARMACIE DU MOULIN,"341,559.3","7,639,717.5"
87950,970404406,C. R. F.   DE  SAINTE-CLOTILDE,"341,788.2","7,687,995.2"
87951,970430872,"E.H.P.A.D. ""VILLAGE 3ÉME AGE""","360,043.4","7,681,287.3"
87952,970431672,DISPENSAIRE    DE SAINTE-SUZANNE,"354,912.4","7,687,708"
87953,970432456,DISPENSAIRE,"325,256.7","7,681,273.7"
87954,970431821,PMI DE BRAS-PANON,"362,585.8","7,678,054.4"
87955,970432043,DISPENSAIRE    DU  23EME,"349,861.6","7,652,748.4"
87956,970432365,DISPENSAIRE    DE ST-GILLES-LES-HAUTS,"319,855.1","7,671,403.9"
87957,970462206,SERV AIDE & D'ACCOMPAGNEMENT A DOM,"343,680.5","7,688,991.7"
87958,970462271,C. P. E. F.    DE   SAINT-DENIS,"340,592","7,689,719.5"
87959,970463139,CHU SITE SUD - SSR (TAMPON),"346,011.4","7,648,701.4"
87960,970463956,PHARMACIE DES PALMISTES,"357,432.9","7,662,356.2"
87961,970463923,PHARMACIE DE LA RENAISSANCE,"320,098.3","7,673,083.6"
87962,970464160,PHARMACIE CHAN OU TEUNG,"335,056.6","7,645,242.6"
87963,970464491,PHARMACIE DU SACRE COEUR,"324,881.5","7,681,636.9"
87964,970464848,PHARMACIE DU PHARE,"354,476.3","7,687,932.8"
87965,970464772,PHARMACIE DE LA CHALOUPE,"325,447.7","7,660,425"
87966,970464665,PHARMACIE DAMDJY,"359,626.4","7,681,807.9"
87967,970464913,PHARMACIE DE STELLA,"322,185","7,658,399.9"
87968,970465233,PHARMACIE DE L'ODEON,"356,653.5","7,635,556.9"
87969,970465241,PHARMACIE APOSTOLOFF,"346,969.6","7,685,974.3"
87970,970465613,PHARMACIE CHEUNG TOI CHEUNG,"322,942","7,665,161"
87971,970465357,PHARMACIE DES BONS ENFANTS,"341,774.8","7,639,475.2"
87972,970465506,PHARMACIE VALLY,"325,375.8","7,681,227.5"
87973,970466199,FOYER HEBERGE. GEORGES MOY DE LA CROIX,"346,804.7","7,646,675.4"
87974,970466785,G I E SCANNER DE L'OUEST,"320,907.2","7,676,445.7"
87975,970466397,SERVICE TRAVAILLEUSE FAMILIALE,"338,690","7,689,467"
87976,970466652,E.H.P.A.D. LE MOUTARDIER,"364,698.5","7,673,524.3"
87977,970466272,ESAT JEAN CLERMONT (ST ANDRE),"362,224.4","7,680,396.7"
87978,970402699,PHARMACIE COOLEN,"360,335.9","7,682,923.7"
87979,970405825,CENTRE DE SANTE DENTAIRE,"339,932.5","7,689,165.4"
87980,970406229,S.S.E.F.I.S (ARPEDA ST PIERRE),"341,380.2","7,639,881"
87981,970406245,CLINIQUE DE SAINT JOSEPH,"356,093.9","7,635,519.8"
87982,970408217,ESAT PITON SAINT LEU,"326,962","7,658,548"
87983,980500649,PHARMACIE MAK VERONIQUE,"521,066.8","8,572,357.7"
87984,970408332,SITE REUNILAB STE CLOTILDE,"342,371.6","7,688,927"
87985,970304804,CTRE DE RESS ACCESSIBILITE ET DEF VIS,"353,215.1","544,312.2"
87986,970304853,SSESAD TRISOMIE 21,"358,288.9","543,806.8"
87987,970408944,SITE DE L'ETANG SALE,"330,512.3","7,647,619.3"
87988,970408951,SITE DE LA RAVINE,"341,083.1","7,645,522.7"
87989,970304911,CHRS LE KATOURY,"352,479.2","545,738.9"
87990,980500862,SAFEP/SAAAIS,"524,010","8,585,994"
87991,970409058,SITE REUNILAB STE MARIE,"349,265","7,688,599.9"
87992,970409439,CERBALLIANCE PLAINE DES CAFRES,"350,352.2","7,652,408.8"
87993,970409538,REUNILAB PLATEAU DES DEUX CANONS,"341,594.7","7,689,689"
87994,970409868,PMI PLATEAU  CAILLOU,"319,876.2","7,674,203.5"
87995,980501035,OUOIZISSA ZIFELI MAORE (OZM),"519,016.2","8,586,052.4"
87996,980501043,SELARL PHARMACIE DES PARFUMS,"523,788.5","8,591,158.2"
87997,970305231,CENTRE DE PMI DE TONNEGRANDE,"334,429.2","541,044.8"
87998,970410064,CENTRE DE DIALYSE ORCHIDÉES,"323,226.6","7,683,205.2"
87999,970410395,EPSMR- RUE DES OPALES (BRAS PANON),"363,982.8","7,677,436"
88000,970410429,EPSMR-CHE. BOEUF MORT (LA POSSESSION),"327,499.5","7,682,684"
88001,970410437,EPSMR-AV LOUIS ARAGON (LE PORT),"323,249","7,682,630.5"
88002,970410643,CHU-PSY - ALLEE DES POETES (ST PIERRE),"343,198.7","7,638,993.5"
88003,970410650,CERBALLIANCE REUNION SAINT PAUL,"320,662.5","7,675,731"
88004,970305512,CLINIQUE DE CAYENNE,"353,758.3","544,114.5"
88005,970500195,CENTRE D'ACCUEIL FAMILIAL SPECIALISE,"562,954.8","5,181,210.2"
88006,970410734,MSP DU TAMARINIER,"330,217.5","7,647,749.7"
88007,970305579,ABC MEDICAL OAUM,"352,856.5","545,495.8"
88008,040002925,PHARMACIE BOULARD,"923,829","6,307,704.9"
88009,040002404,SELEURL PHARMACIE DAMERY,"993,212.4","6,370,027.8"
88010,040002321,SELAS PHARMACIE DIANOUX,"930,214.5","6,314,157.5"
88011,040003055,SELAS  PHARMACIE BREMOND,"910,627.9","6,330,101.9"
88012,040002776,SELARL PHARMACIE DES THERMES,"959,251","6,337,607.7"
88013,040003030,PHARMACIE BUISSON-DUCHEMIN,"1,005,737.1","6,324,044.8"
88014,040003147,ESAT ATELIERS DU FOURNAS,"926,170.1","6,304,299.5"
88015,040003345,ASSOCIATION CAID,"933,675.8","6,319,438.3"
88016,040780702,EHPAD FERNAND TARDY,"951,491.4","6,343,595.9"
88017,040003816,CENTRE DE SANTÉ MANOSQUE,"923,674.9","6,307,243.5"
88018,040780751,MAISON D ENFANTS LA SOURCE,"966,201.9","6,367,571.1"
88019,040784795,SER AIDE MENAGERE A DOM LA POPULAIRE,"958,827.4","6,338,495.6"
88020,040785529,EHPAD LE CROU DE BANE,"910,727.6","6,330,057.9"
88021,040786022,EHPAD LE VALENSOLEILLE,"939,580.4","6,308,652"
88022,040785727,EHPAD EPS SAINT MICHEL FORCALQUIER,"923,147.4","6,321,804"
88023,040785768,SERVICE AIDE MENAGERE A DOMICILE,"934,618.5","6,317,196.5"
88024,040787608,"LOG FOYER ""LES VISITANDINES""","935,168.4","6,348,453.7"
88025,040787772,CENTRE HOSPIT SPE PSY DIGNE LES BAINS,"955,218.7","6,336,060.8"
88026,040788234,EHPAD LES LAVANDINES,"952,638","6,337,482.5"
88027,040788838,SSIAD DE L'EHPAD LOU CIGALOU,"938,267.7","6,330,091.2"
88028,050000066,CENTRE MEDICAL LA SOURCE,"953,686","6,399,071.4"
88029,050000777,A.D.M.R. - CHORGES,"960,129.3","6,388,356.1"
88030,050001585,LOGEMENT FOYER SOLEIL,"924,605.3","6,361,661.2"
88031,050002138,EHPAD  LES TROIS FONTAINES,"943,328.2","6,389,007.4"
88032,050002369,CMP HELENE CHAIGNEAU,"944,806.8","6,389,930.4"
88033,050003821,SELARL PHARMACIE DU GRAND MORGON,"970,409.3","6,386,596.2"
88034,050003854,PHARMACIE MAEGHERMAN,"992,768.3","6,395,153.2"
88035,050005131,FOYER DE VIE ADSEA GAP,"942,413","6,387,203.9"
88036,050005610,MAISON DES SOLIDARITES,"943,980.2","6,389,090.8"
88037,050006022,AGDUC UNITE D'AUTODIALYSE GAP,"944,027.7","6,388,895.9"
88038,050006105,CH D'EMBRUN SLD,"977,288.8","6,390,876"
88039,050005735,A.D.M.R. - GRAND MORGON,"977,524.1","6,391,153.5"
88040,050006444,SERV. INVESTIG. ORIENT. EDUC.,"944,370.2","6,389,375.8"
88041,060000296,LA MAISON DU MINEUR,"1,030,632","6,301,794"
88042,050007012,SESSAD TCC DU CENTRE JEAN CLUZEL,"968,287","6,387,999.2"
88043,060001450,CHU DE NICE HOPITAL SAINT ROCH,"1,044,425.4","6,298,649.2"
88044,060004413,SELARL PHARMACIE DU VILLAGE,"1,028,748.2","6,288,813.6"
88045,060003217,EHPAD MAISON JEAN DEHON,"1,024,246.3","6,286,384.7"
88046,060003696,IME HENRI WALLON,"1,033,121.8","6,291,720.3"
88047,060005774,SELAS PHARMACIE ST MARC,"1,012,956","6,290,206.3"
88048,060004942,PHARMACIE TROISGROS,"1,055,321.9","6,301,919.2"
88049,060004827,SELARL GRANDE PHARMACIE DE PROVENCE,"1,034,696","6,293,791"
88050,060004074,"CONSULTATIONS PMI ""EL RANCHITO""","1,020,167.3","6,282,280.7"
88051,060004447,PHARMACIE BEL - LE FOURNIS,"1,031,109.2","6,289,229"
88052,060004561,PHARMACIE SAGRANDI,"1,034,826.2","6,293,896.6"
88053,060006947,SELAS PHARMACIE NOTRE DAME,"1,024,843.9","6,294,982"
88054,060005493,SELARL PHARMACIE DE LA VESUBIE,"1,045,822.7","6,328,953.9"
88055,060006327,LBM EUROFINS LABAZUR NICE SITE CALIFOR,"1,042,034.6","6,297,180.9"
88056,060011012,PHARMACIE ELBAZ,"1,024,566.8","6,280,847.3"
88057,060010196,SELARL PHARMACIE CESARONI SOLQUES,"1,047,421.3","6,303,278.4"
88058,060010295,PHARMACIE DEL CAMPO-LIPSKIER,"1,023,506","6,290,674"
88059,060010931,PHARMACIE GUICHARD-SERRE,"1,032,245.1","6,290,531.9"
88060,060011541,SELARL PHARMACIE MARECHAL JUIN,"1,026,058.8","6,280,565.5"
88061,060010592,PHARMACIE POUZIN,"1,028,928","6,282,767.2"
88062,060009941,SELAS PHARMACIE DE TOURNAMY,"1,021,888.1","6,286,450.8"
88063,060011327,PHARMACIE BARONE,"1,026,282.3","6,279,477.3"
88064,060010915,SELARL PHARMACIE DU VILLAGE,"1,032,490.8","6,292,964.7"
88065,060012291,SELAS PHARMACIE DU MONT JOLI,"1,023,527.2","6,283,840.9"
88066,060012580,SELARL PHARMACIE DU MARCO POLO,"1,018,597.5","6,279,530.7"
88067,060011061,SELARL PHARMACIE EUROPEENNE,"1,024,789.6","6,280,871.2"
88068,060011996,SELEURL PHARMACIE DES MIMOSAS,"1,020,897","6,281,015.8"
88069,060012127,PHARMACIE PIGRENET,"1,024,866.6","6,283,416.2"
88070,060012564,PHARMACIE BERTIN -LOCHARD,"1,018,256.2","6,280,857.6"
88071,040001778,MAS LES TERRES ROUGES CH DIGNE,"955,218.7","6,336,060.8"
88072,040788788,SSIAD DU CH DE RIEZ,"948,625.8","6,307,051.1"
88073,020008439,MAS APEI-2V COYOLLES,"703,777.3","6,903,374.5"
88074,020006029,FOYER DE L'ENFANCE EDEF LAON,"742,961.6","6,942,308.8"
88075,020006748,E.D.E.F SAFIS ST QUENTIN,"720,639.5","6,971,934"
88076,040004012,ITEP LE PARC (EP),"953,072","6,337,960.2"
88077,040004020,ITEP LE PARC (ES),"954,028.9","6,336,528.5"
88078,030003669,UNITE DE DIALYSE DE MONTLUCON,"667,858.7","6,583,613.2"
88079,060009438,FTM CARABACEL,"1,044,920.7","6,299,590.1"
88080,040001869,EHPAD L'ETOILE DE HAUTE PROVENCE,"922,602.5","6,307,387.3"
88081,020015202,CAJ APEI-2V COYOLLES,"703,777.3","6,903,374.5"
88082,030006308,LBM MAYMAT ST POURÇAIN / SIOULE,"722,296.3","6,578,841.4"
88083,050005438,MAISON DE RETRAITE LOU VILAGE,"977,962","6,391,237.3"
88084,030000988,CADA ADOMA CUSSET,"734,688.7","6,559,791.6"
88085,030005425,PHARMACIE BOURRACHOT,"732,763.6","6,558,571.7"
88086,030001556,PHARMACIE DUBOST,"727,759","6,593,744.6"
88087,030003115,SELAS PHARMACIE DE FONTBOUILLANT,"667,637.5","6,580,889"
88088,030003412,SELARL PHARMACIE POGET,"668,290.4","6,581,977.1"
88089,030004394,PHARMACIE PREMILHAT,"664,441.8","6,579,481.8"
88090,030002927,PHARMACIE MICHOT,"737,665.1","6,609,887.1"
88091,030002224,SELARL PHARMACIE DULAC,"670,808.3","6,584,023.7"
88092,030003396,PHARMACIE DE SAINT-VICTOR,"669,904.7","6,588,512.5"
88093,030004543,PHARMACIE DUSSOL,"752,766.3","6,589,348.1"
88094,030006605,SCE AIDE MENAGERE DOM PERS AGEES,"733,041.7","6,558,918.8"
88095,030006415,SERVICE MANDATAIRE C.C.A.S. DE CUSSET,"735,262.1","6,559,238.4"
88096,030004261,SELARL PHARMACIE THEODORE DE BANVILLE,"725,746.2","6,607,099.1"
88097,030005995,ATELIER PROTEGE EURL VISA,"737,482.1","6,565,622.5"
88098,030780290,IME LE MOULIN DE PRESLES,"734,079.4","6,559,721.4"
88099,030005276,PHARMACIE VIGIER,"732,741.5","6,558,468"
88100,030004063,LA GRANDE PHARMACIE,"725,318","6,607,021.1"
88101,030004774,PHARMACIE LEPEE,"714,657.5","6,603,768"
88102,030005763,PHARMACIE BICHET,"727,090","6,607,478"
88103,030780134,EHPAD PUBLIQUE DE CUSSET,"735,106.4","6,559,500.5"
88104,030006241,SERVICE D'AIDE AUX PERSONNES AGEES,"695,417.2","6,625,907.2"
88105,030781413,EHPAD SAINT FRANCOIS,"725,974.4","6,607,336.5"
88106,030781637,SERVICE DE PSYCHIATRIE CHATELARD,"676,759","6,584,177.7"
88107,030781058,ASSOC ENTRAIDE UNIVERSITAIRE,"732,156.8","6,558,829.1"
88108,030781629,MR CHANT'ALOUETTE,"668,050.9","6,580,976.7"
88109,030782726,AEMO (ADSEA),"723,684.6","6,609,684.7"
88110,030781322,CENTRE SOCIAL RURAL,"721,055.1","6,565,395.9"
88111,030781454,CENTRE DE SANTE DENTAIRE MUTUALISTE,"669,303.7","6,582,211.7"
88112,030782619,"EHPAD ""VILLARS ACCUEIL""","725,682.9","6,606,793.4"
88113,030782593,"EHPAD ""JEANNE COULON""","733,165.8","6,558,521.2"
88114,030783062,FOYER L'ASTROLABE,"711,625.7","6,570,733.2"
88115,030783922,ANNEXE DU C.A.E. DE MOULINS,"669,642","6,582,032.1"
88116,030783880,"EHPAD ""LES MAGNOLIAS"" CH MOULINS","724,912.2","6,607,858"
88117,030784300,SCE AIDE MENAG DOM PERS AGEES,"677,074.3","6,581,622.1"
88118,030784466,SCE AIDE MENAG DOM PERS AGEES,"715,381.7","6,555,586"
88119,030784383,SCE AIDE MENAG DOM PERS AGEES,"735,270.2","6,559,241.6"
88120,030785430,POLYCLINIQUE SAINT-ODILON,"725,613.8","6,607,612"
88121,030785190,CENTRE DE SOINS DE LONGUE DUREE,"724,912.2","6,607,858"
88122,030785703,APPARTEMENT D'ACCUEIL,"667,165.9","6,582,575.6"
88123,030785463,SESSAD JULES FERRY,"669,167.5","6,582,508.1"
88124,030785984,FAM LA MAISON BLEUE,"721,776.5","6,579,324.1"
88125,010000107,CENTRE HOSPITALIER DE PONT DE VAUX,"849,471.2","6,594,365.3"
88126,010001741,FAM PRE LA TOUR,"928,041.4","6,571,964.6"
88127,010003317,PHARMACIE BOUVIER,"936,157.4","6,584,276"
88128,010003366,PHARMACIE OLIVA-SEVAIN,"867,993.2","6,546,448.7"
88129,010004802,PHARMACIE ANATOLE,"904,631.7","6,576,642.1"
88130,010005106,PHARMACIE SURACE,"848,755.7","6,594,306.2"
88131,010006435,PHARMACIE IMBACH,"850,060.8","6,525,782.8"
88132,010007300,CLINIQUE AMBULATOIRE CENDANEG,"937,719.7","6,576,709.5"
88133,010004950,PHARMACIE CHARREIX-FAVRE,"903,881.5","6,576,757.1"
88134,010004901,PHARMACIE DE LA FORGE,"903,165.9","6,576,607.8"
88135,010006500,CAMSP DE L'APF - BOURG EN BRESSE,"871,908.4","6,569,886.1"
88136,010005684,PHARMACIE DE L'ALBARINE,"888,953.8","6,541,683.1"
88137,010005957,PHARMACIE DE TREFFORT,"882,369.5","6,577,307.1"
88138,010004752,PHARMACIE MATZ-VENARD,"904,660.7","6,576,740.3"
88139,010004471,SELARL DE LA SEREINE,"859,494.5","6,530,012.1"
88140,010006864,ADMR SECTEUR NEUVILLE-LES-D,"854,670.6","6,564,484.2"
88141,010006070,PHARMACIE DE LA DOMBES,"857,057.5","6,546,559.6"
88142,010007490,RÉSIDENCE  LES BERGES DU LION,"937,127.6","6,581,094.4"
88143,010005700,PHARMACIE DE ST TRIVIER,"859,482.2","6,597,897.8"
88144,010004422,PHARMACIE VUILLEMENOT-LIEGEON,"851,985.1","6,527,016.1"
88145,010006294,AP DE BROU,"873,809.7","6,568,897.9"
88146,010006724,ADMR SECTEUR CEYZERIEU,"911,590.6","6,529,847.6"
88147,010780328,CENTRE MEDICAL LE MODERN,"901,477","6,545,622.9"
88148,010781078,EHPAD LA CATHERINETTE PONT D'AIN,"880,864.9","6,553,309.4"
88149,010008183,SAFEP-SSEFIS,"871,622.6","6,569,432.5"
88150,010780559,ITEP SEILLON,"871,651.5","6,567,204.5"
88151,010784817,SSIAD A.S.D.O.M.I. BOURG-EN-BRESSE,"871,157.4","6,572,136.9"
88152,010785632,PORTAGE DE REPAS A DOMICILE,"904,523.4","6,576,534.6"
88153,010785731,CENTRE PROVISOIRE D'HEBERGEMENT,"853,053.4","6,527,440.5"
88154,010786036,EHPAD NANTUA - CH HAUT-BUGEY,"901,292.8","6,564,338.8"
88155,010786762,A.D.E.A,"870,551.6","6,569,176.7"
88156,010788438,EHPAD PLEIN SOLEIL LHUIS,"897,910.5","6,518,928.6"
88157,010788727,RESIDENCE LES TILLEULS,"933,258.9","6,576,286.2"
88158,010788560,AP FAT-ORSAC,"870,618.7","6,567,988"
88159,010788610,MAISON D'ENFANTS LE GRAND LOGIS,"908,383.6","6,531,114.6"
88160,010789402,EHPAD RESIDENCE SEILLON REPOS PERONNAS,"871,755.4","6,566,510.5"
88161,010789675,CMP PSY GEN  AMBERIEU-EN-BUGEY,"882,733.6","6,542,669.9"
88162,010789949,EHPAD KORIAN HOME DE CORTEFREDONE,"860,832.9","6,576,767.7"
88163,010789980,FAM MONTANIER CORBONOD,"917,519","6,545,128.4"
88164,040002248,CENTRE DES CARMES USLD,"951,132.7","6,334,955.7"
88165,060005568,C.L.I.C.,"1,043,523.2","6,298,564.6"
88166,020012449,SESSAD SAVART HIRSON,"777,777","6,980,301.5"
88167,020014916,FV CAPTEIL LIESSE-NOTRE-DAME,"758,334.9","6,946,034.4"
88168,020003414,SELAS PHARMACIE DE LA TOUR,"745,054.8","6,955,385"
88169,020002168,EHPAD LA FERTÉ-MILON,"709,017.2","6,898,318.2"
88170,020002374,SNC PHARMACIE DU CLOITRE,"753,385.1","6,921,265.6"
88171,020003265,PHARMACIE VACHER,"726,810.2","6,876,529.5"
88172,020002812,PHARMACIE LAZZARANO,"765,823.1","6,986,620.2"
88173,020003646,ESAT AED SAINT-ERME-OUTRE-ET-RAMECOURT,"761,908.4","6,937,207.9"
88174,020003703,FH APEI-SOISSONS CROUY,"727,083.5","6,923,662.5"
88175,020002960,SELARL PHARMACIE DE LA TOUR,"729,452.6","6,882,862.3"
88176,020003893,CATTP EPSMD BELLEU,"724,069.1","6,919,109.8"
88177,020003778,SAVS APEI SAINT-QUENTIN,"718,302","6,969,867.4"
88178,020004214,SSIAD SISSAD GAUCHY,"719,854.5","6,970,124.1"
88179,020004123,AJP RESIDENCE RIBAUDOIS,"722,221.9","6,970,705"
88180,020004230,CENTRE SOCIAL DU QUARTIER DE  PRESLES,"723,860.4","6,920,454.8"
88181,020004487,SSIAD SIVOM VERVINS,"765,496.6","6,971,005.3"
88182,020004719,EHPAD CH GUISE,"746,018.9","6,978,425.7"
88183,020005062,FH AJP ORIGNY-SAINTE-BENOITE,"735,352","6,970,720.8"
88184,020005732,PHARMACIE DE FLAVY,"714,079","6,957,111.7"
88185,020005757,SARL PHARMACIE MOYON-BOUIN,"721,153.4","6,938,274.9"
88186,020005161,SELARL PHARMACIE DECOTTE,"726,767.7","6,951,292.8"
88187,020006805,SELARL PHARMACIE DE LA GARE,"778,011.4","6,980,206.4"
88188,020006904,SELARL PHARMACIE DES PROMENADES,"778,532.8","6,981,292.6"
88189,020007944,PHARMACIE DES REMPARTS,"755,520","6,960,373.4"
88190,020008751,SELARL PHARMACIE LANEZ,"726,332.5","6,961,484.2"
88191,020009064,SELARL PHARMACIE DE NEUILLY ST FRONT,"719,058.4","6,896,849"
88192,020009916,CAJ APEI-2V SOISSONS,"730,960.4","6,882,434.3"
88193,020010484,SERVICE DE PORTAGE DE REPAS,"719,854.5","6,970,124.1"
88194,020013231,SERVICE D'AIDE MENAGERE,"719,854.5","6,970,124.1"
88195,020011763,SELARL PHARMACIE LIGNEREUX,"720,389.4","6,950,285.7"
88196,020012597,PHARMACIE RAMPELBERG-LEMESTRE,"738,846.8","6,915,930.5"
88197,020010617,SAVS AED SAINT-ERME-OUTRE-ET-RAMECOURT,"761,908.4","6,937,207.9"
88198,020011391,SELAS PHARMACIE DE SISSONNE,"764,565.8","6,941,817.9"
88199,020012506,CSAPA CH SAINT-QUENTIN,"720,341.9","6,972,078.6"
88200,020012860,CDP&UDM SANTÉLYS ST-QUENTIN,"719,127","6,973,392.5"
88201,020013322,SERVICE D'AIDE MENAGERE,"736,936.5","6,991,799.3"
88202,020011425,SELARL PHARMACIE DE LA CATHEDRALE,"723,568","6,920,343.5"
88203,020011813,PHARMACIE DEFARCY-TURMEL,"721,144.2","6,951,218"
88204,020013256,SERVICE D'AIDE MENAGERE,"739,929.9","6,987,418"
88205,020015020,CMPP ESPOIR LAON,"743,698.7","6,939,831.3"
88206,010007839,MAISON RELAIS SOEUR EMMANUELLE,"932,747.4","6,575,843"
88207,060010899,INSTITUT UNIVERSITAIRE FACE ET COU,"1,044,736.2","6,301,173.3"
88208,020002358,CS SAINTE MARIE BOHAIN-EN-VERMANDOIS,"732,480.7","6,987,633"
88209,030001689,CENTRE DE RADIOTHERAPIE JOSEPH BELOT,"670,753.1","6,582,884.7"
88210,060004488,PHARMACIE CREVET,"1,041,469.6","6,307,534.2"
88211,060005139,"A.J. ""LA JOÏA - FRANCE-ALZHEIMER 06""","1,043,249.5","6,299,705.7"
88212,060006079,SERVICE D'AIDE MENAGERE,"1,031,611.1","6,299,888.7"
88213,020004768,MAISON FAMILIALE RURALE,"765,926.8","6,986,788.8"
88214,060009388,FTM PONT DE SIAGNE,"1,018,779.8","6,280,246.7"
88215,060011079,CENTRE PMI ROQUEBILLIERE,"1,045,291.4","6,333,109.5"
88216,010007078,ACCUEIL DE JOUR AUTONOME L'ENTRE-TEMPS,"844,373.5","6,580,879.7"
88217,010008621,RÉSIDENCE LES CHARMILLES,"869,717.8","6,566,734.1"
88218,030005649,EHPAD DE COURTAIS,"667,858.7","6,583,613.2"
88219,020014973,CENTRE DE SANTE DENTAIRE MUTUALISTE,"721,201","6,971,463.2"
88220,050006089,FAM L'HARMONIE,"1,005,805.7","6,416,579"
88221,020015061,CATTP EPSMD CHÂTEAU-THIERRY,"729,975.1","6,882,308.5"
88222,010008894,SAVS ASSOCIATION ECLAT,"936,769.3","6,578,790.7"
88223,030006803,SERV. M.J.P.M. MOULINS - CROIX MARINE,"725,644.9","6,606,694.3"
88224,040004418,LBM MANESQ PLATEAU TECHNIQUE HOPITAL,"923,783.6","6,307,787.4"
88225,050006758,SAVS URAPEDA,"945,057.5","6,389,730.7"
88226,040004566,LBM EUROFINS LABAZUR ALPES SUD VAR SIT,"939,564.4","6,335,156.9"
88227,050007079,EHPAD LES VERGERS DE LA DURANCE,"943,786","6,378,230"
88228,010009157,ACCUEIL DE JOUR PAYS DE GEX,"935,176.7","6,585,823.2"
88229,020015491,MAISON RELAIS COALLIA,"727,451.2","6,881,215.9"
88230,020015673,GCS STERHOSPIC SIÈGE,"719,367.5","6,973,708.2"
88231,010009231,LBM NOVELAB CHATILLON SUR CHALARONNE,"851,319.5","6,559,473.3"
88232,030007041,RESIDENCE ACCUEIL LE CASTEL FLORE,"732,664.1","6,558,757.5"
88233,050007277,CMP LE RELAIS,"944,774.6","6,389,255.8"
88234,030007132,MAISON DE SANTE AINAY-LE-CHATEAU,"676,921.7","6,623,522"
88235,020015772,LBM NOVABIO BOHAIN-EN-VERMANDOIS,"732,671.1","6,987,538.4"
88236,020015848,LBM NOVABIO SAINT-QUENTIN FAIDHERBE,"720,273.2","6,971,798.6"
88237,010009710,RESIDENCE SOCIALE ROBERTE BERGERON,"903,889.2","6,575,912.6"
88238,010009785,RESIDENCE JEAN DE PARIS,"880,899.5","6,542,822.9"
88239,020015897,CTRE D'HBGT D'URG LE BON COIN SOISSONS,"723,911.6","6,920,253.1"
88240,020015905,CHU LA MAISON D'ANIZY LE CHATEAU,"732,621.2","6,934,491"
88241,020015939,CENTRE HILAIRE CORDIER,"718,444.3","6,973,382.2"
88242,050007418,MAISON DE SANTÉ DE LA DURANCE,"981,237.6","6,417,291.4"
88243,040004723,LBM EUROFINS LABAZUR ALPES SUD VAR SIT,"990,918.3","6,372,199.5"
88244,020016036,PMI CD02 LAON,"745,192.5","6,941,335.1"
88245,020016176,SERVICE DPF ADSEA 02 LAON,"745,405.5","6,940,850.3"
88246,010010213,MAISON DE SANTE BAGE-LE-CHATEL,"848,366.4","6,580,963.4"
88247,020016242,UDM SANTELYS GUISE,"746,102.6","6,978,452.6"
88248,010010791,RÉSIDENCE  HENRI DUNANT,"901,110.2","6,545,564.7"
88249,030007496,LBM GEN BIO MOULINS,"725,613.8","6,607,612"
88250,020016481,MSP SAINT-MICHEL,"781,773","6,980,727.4"
88251,020016549,MSP CHAMPAGNE PICARDIE GUISE,"745,034.2","6,978,291.5"
88252,020016572,CLIC CCAS LAON,"778,486.3","6,980,380.6"
88253,050007780,FOYER DE VIE LES ECUREUILS,"944,133.6","6,377,410.8"
88254,030007587,EML IRM - SITE CH DE MOULINS YZEURE,"724,912.2","6,607,858"
88255,030007686,POLE DE SANTE NORD AVERMOIS,"724,037","6,609,758.8"
88256,020016762,AGE D'OR SERVICES,"723,589.4","6,919,094.4"
88257,020016796,MSP DE LA CAPELLE,"766,011.2","6,986,423.8"
88258,020016853,MSP DE CHARLY SUR MARNE,"720,944.5","6,875,303.2"
88259,030007769,ESPACE MEDICAL MOULINS,"725,077.8","6,607,384.1"
88260,020016945,SERVICE AEMO-R ADSEA02 LAON,"746,384.7","6,940,605.7"
88261,020017026,MSP DE VILLENEUVE-ST-GERMAIN,"724,812.4","6,919,431.5"
88262,020017075,UAD ET UDM DE CHATEAU-THIERRY,"729,872.9","6,883,483.9"
88263,040005209,HOP DE JOUR CMP CH DIGNE,"957,627.3","6,337,020"
88264,040005258,IRM GIE IRM 04 SITE CH MANOSQUE,"925,988.9","6,307,153"
88265,040005266,IRM GIE IRM 04 SITE CH DIGNE,"955,218.7","6,336,060.8"
88266,070006358,"MAPA ""LES CERISES"" (PUV)","831,006.3","6,464,887.8"
88267,060013026,SELARL GRANDE PHARMACIE D'ANTIBES,"1,032,903.3","6,284,420.7"
88268,060014594,SELARL PHARMACIE VERDIER,"1,043,007.4","6,298,298"
